subscription_id,customer_id,plan_id,start_date,end_date,tenure_months,renewal_count,churn_flag,churn_reason
S00401,C0325,P004,2024-10-24,2024-12-23,2,1,1,Frequent buffering issues
S00402,C0326,P004,2024-01-09,2024-10-05,9,0,0,
S00403,C0326,P002,2024-10-19,2024-12-18,2,1,1,Poor customer support
S00404,C0327,P004,2023-01-14,2024-04-08,15,0,0,
S00405,C0328,P002,2023-04-07,2023-05-07,1,0,1,No new content added
S00406,C0328,P002,2023-06-01,2024-05-26,12,1,0,
S00407,C0329,P002,2023-12-18,2024-02-16,2,0,0,
S00408,C0329,P004,2024-03-12,2024-12-07,9,1,0,
S00409,C0330,P001,2024-03-14,2024-12-09,9,0,1,Switched to free platform
S00410,C0331,P001,2023-05-10,2024-05-04,12,0,1,High subscription price
S00411,C0332,P002,2024-08-26,2024-12-24,4,0,0,
S00412,C0333,P004,2024-04-20,2024-05-20,1,0,0,
S00413,C0334,P002,2024-08-13,2024-11-11,3,0,0,
S00414,C0335,P002,2023-12-17,2024-03-16,3,0,0,
S00415,C0336,P001,2024-02-13,2024-05-13,3,0,0,
S00416,C0336,P002,2024-06-06,2024-07-06,1,1,0,
S00417,C0337,P003,2023-10-07,2024-08-02,10,0,0,
S00418,C0337,P001,2024-08-28,2024-10-27,2,1,0,
S00419,C0338,P002,2023-10-29,2024-10-23,12,0,0,
S00420,C0338,P001,2024-11-16,2024-12-16,1,1,1,Found better OTT platform
S00421,C0339,P001,2023-08-12,2024-03-09,7,0,0,
S00422,C0340,P002,2024-02-08,2024-07-07,5,0,1,Poor customer support
S00423,C0341,P003,2024-01-11,2024-04-10,3,0,0,
S00424,C0342,P002,2024-09-13,2024-11-12,2,0,1,
S00425,C0342,P002,2024-11-21,2024-12-21,1,1,1,Found better OTT platform
S00426,C0343,P002,2023-09-20,2024-04-17,7,0,0,
S00427,C0344,P001,2023-07-20,2024-09-12,14,0,0,
S00428,C0344,P001,2024-09-30,2024-11-29,2,1,0,
S00429,C0345,P002,2023-03-01,2023-08-28,6,0,0,
S00430,C0346,P003,2023-04-20,2024-05-14,13,0,0,
S00431,C0347,P002,2024-10-03,2024-11-02,1,0,0,
S00432,C0348,P003,2023-03-06,2023-11-01,8,0,0,
S00433,C0349,P004,2024-10-23,2024-11-22,1,0,1,Poor regional content
S00434,C0350,P002,2024-10-09,2024-12-08,2,0,1,No new content added
S00435,C0351,P002,2024-10-17,2024-12-16,2,0,1,
S00436,C0352,P002,2023-08-11,2024-06-06,10,0,1,Poor regional content
S00437,C0352,P004,2024-06-15,2024-09-13,3,1,0,
S00438,C0353,P004,2023-07-16,2023-12-13,5,0,0,
S00439,C0353,P003,2023-12-25,2024-03-24,3,1,0,
S00440,C0354,P001,2024-01-25,2024-12-20,11,0,1,Frequent buffering issues
S00441,C0355,P002,2023-04-01,2023-11-27,8,0,1,Technical issues with app
S00442,C0356,P002,2024-06-13,2024-08-12,2,0,0,
S00443,C0357,P001,2024-03-01,2024-10-27,8,0,0,
S00444,C0358,P003,2023-05-31,2024-05-25,12,0,0,
S00445,C0358,P004,2024-06-07,2024-07-07,1,1,1,Switched to free platform
S00446,C0359,P002,2024-08-10,2024-12-08,4,0,0,
S00447,C0359,P003,2024-12-13,2025-01-12,1,1,0,
S00448,C0360,P001,2023-10-22,2024-08-17,10,0,1,Frequent buffering issues
S00449,C0360,P001,2024-09-05,2024-12-04,3,1,1,Frequent buffering issues
S00450,C0361,P001,2024-05-07,2024-06-06,1,0,0,
S00451,C0361,P003,2024-06-23,2024-10-21,4,1,0,
S00452,C0362,P001,2024-04-16,2024-12-12,8,0,0,
S00453,C0362,P002,2024-12-25,2025-01-24,1,1,0,
S00454,C0363,P004,2023-08-13,2024-05-09,9,0,0,
S00455,C0363,P001,2024-05-30,2024-09-27,4,1,1,Switched to free platform
S00456,C0364,P004,2023-02-18,2023-08-17,6,0,0,
S00457,C0365,P003,2023-07-02,2024-01-28,7,0,0,
S00458,C0366,P001,2023-07-26,2024-10-18,15,0,1,No new content added
S00459,C0367,P003,2023-05-09,2024-04-03,11,0,0,
S00460,C0368,P002,2024-08-15,2024-09-14,1,0,1,High subscription price
S00461,C0368,P002,2024-09-30,2024-12-29,3,1,1,Switched to free platform
S00462,C0369,P001,2023-01-26,2024-10-17,21,0,0,
S00463,C0370,P001,2023-02-20,2024-03-16,13,0,0,
S00464,C0371,P001,2023-02-26,2024-07-20,17,0,1,Poor regional content
S00465,C0372,P004,2023-07-28,2023-11-25,4,0,0,
S00466,C0373,P002,2024-04-23,2024-12-19,8,0,0,
S00467,C0374,P001,2024-02-02,2024-09-29,8,0,0,
S00468,C0375,P004,2023-06-08,2024-05-03,11,0,0,
S00469,C0376,P002,2023-04-08,2024-08-30,17,0,1,Frequent buffering issues
S00470,C0377,P004,2024-05-14,2024-11-10,6,0,1,Switched to free platform
S00471,C0378,P001,2023-09-08,2024-08-03,11,0,0,
S00472,C0379,P004,2023-11-22,2024-05-20,6,0,0,
S00473,C0379,P002,2024-06-01,2024-11-28,6,1,0,
S00474,C0380,P001,2024-06-19,2024-10-17,4,0,1,Switched to free platform
S00475,C0381,P001,2024-06-03,2024-12-30,7,0,1,Poor customer support
S00476,C0382,P001,2023-09-28,2023-12-27,3,0,1,High subscription price
S00477,C0383,P003,2024-09-04,2024-11-03,2,0,0,
S00478,C0384,P004,2024-04-17,2024-10-14,6,0,0,
S00479,C0385,P001,2023-03-03,2024-09-23,19,0,0,
S00480,C0386,P001,2023-07-29,2024-09-21,14,0,0,
S00481,C0387,P001,2023-06-10,2023-10-08,4,0,0,
S00482,C0388,P003,2024-01-24,2024-04-23,3,0,0,
S00483,C0389,P001,2024-06-15,2024-11-12,5,0,1,High subscription price
S00484,C0390,P001,2024-05-25,2024-08-23,3,0,1,Poor regional content
S00485,C0391,P002,2023-05-18,2024-12-08,19,0,0,
S00486,C0392,P001,2023-09-09,2023-11-08,2,0,1,No new content added
S00487,C0393,P002,2024-07-11,2024-09-09,2,0,1,High subscription price
S00488,C0394,P002,2024-10-19,2024-11-18,1,0,1,Poor customer support
S00489,C0395,P002,2023-10-10,2024-01-08,3,0,0,
S00490,C0396,P003,2024-10-16,2024-11-15,1,0,1,Technical issues with app
S00491,C0397,P001,2023-06-24,2023-07-24,1,0,0,
S00492,C0398,P003,2024-09-20,2024-10-20,1,0,0,
S00493,C0398,P001,2024-11-09,2024-12-09,1,1,1,Frequent buffering issues
S00494,C0399,P003,2024-10-12,2024-12-11,2,0,0,
S00495,C0400,P001,2024-06-16,2024-10-14,4,0,1,Found better OTT platform
S00496,C0401,P003,2023-07-29,2024-08-22,13,0,0,
S00497,C0402,P004,2023-05-15,2023-09-12,4,0,0,
S00498,C0403,P002,2024-06-11,2024-12-08,6,0,0,
S00499,C0403,P004,2024-12-26,2025-01-25,1,1,1,High subscription price
S00500,C0404,P001,2023-01-21,2023-03-22,2,0,1,Switched to free platform
S00501,C0404,P002,2023-04-08,2023-09-05,5,1,0,
S00502,C0405,P001,2023-01-07,2024-10-28,22,0,1,High subscription price
S00503,C0406,P002,2023-10-18,2023-12-17,2,0,0,
S00504,C0406,P002,2023-12-31,2024-04-29,4,1,0,
S00505,C0407,P002,2023-09-21,2023-12-20,3,0,1,High subscription price
S00506,C0407,P003,2023-12-25,2024-06-22,6,1,1,Switched to free platform
S00507,C0408,P001,2024-07-01,2024-07-31,1,0,1,
S00508,C0408,P002,2024-08-18,2024-11-16,3,1,0,
S00509,C0409,P001,2023-08-17,2023-11-15,3,0,1,Technical issues with app
S00510,C0410,P001,2023-03-31,2024-05-24,14,0,0,
S00511,C0410,P004,2024-06-05,2024-10-03,4,1,1,Poor regional content
S00512,C0411,P004,2023-12-08,2024-12-02,12,0,0,
S00513,C0412,P002,2024-09-16,2024-12-15,3,0,1,No new content added
S00514,C0413,P004,2024-10-08,2024-12-07,2,0,1,Found better OTT platform
S00515,C0414,P003,2024-07-17,2024-11-14,4,0,1,No new content added
S00516,C0415,P002,2024-01-11,2024-09-07,8,0,1,No new content added
S00517,C0416,P004,2023-06-04,2023-08-03,2,0,1,Poor regional content
S00518,C0417,P002,2024-01-31,2024-05-30,4,0,0,
S00519,C0418,P001,2024-01-03,2024-08-30,8,0,0,
S00520,C0419,P001,2023-02-01,2023-11-28,10,0,1,High subscription price
S00521,C0420,P002,2023-06-30,2024-08-23,14,0,1,Technical issues with app
S00522,C0421,P004,2024-08-01,2024-08-31,1,0,1,Frequent buffering issues
S00523,C0422,P001,2024-09-12,2024-10-12,1,0,0,
S00524,C0423,P003,2024-01-07,2024-02-06,1,0,1,Found better OTT platform
S00525,C0424,P004,2024-06-12,2024-09-10,3,0,0,
S00526,C0424,P004,2024-09-30,2024-11-29,2,1,1,Frequent buffering issues
S00527,C0425,P003,2024-07-16,2024-09-14,2,0,1,Poor regional content
S00528,C0426,P004,2024-08-09,2024-12-07,4,0,0,
S00529,C0427,P002,2023-03-22,2023-11-17,8,0,0,
S00530,C0428,P002,2023-10-14,2024-01-12,3,0,1,No new content added
S00531,C0429,P002,2023-03-27,2024-03-21,12,0,0,
S00532,C0430,P002,2023-01-13,2023-03-14,2,0,1,No new content added
S00533,C0431,P002,2024-04-11,2024-12-07,8,0,0,
S00534,C0432,P002,2024-05-29,2024-11-25,6,0,1,Poor regional content
S00535,C0433,P002,2024-03-31,2024-05-30,2,0,1,
S00536,C0434,P001,2023-05-15,2024-08-07,15,0,1,Frequent buffering issues
S00537,C0434,P001,2024-08-21,2024-09-20,1,1,1,Poor customer support
S00538,C0435,P001,2024-09-14,2024-11-13,2,0,1,Switched to free platform
S00539,C0435,P001,2024-11-22,2024-12-22,1,1,1,Switched to free platform
S00540,C0436,P003,2023-05-04,2023-08-02,3,0,1,Frequent buffering issues
S00541,C0437,P002,2023-11-08,2024-12-02,13,0,1,Technical issues with app
S00542,C0438,P002,2023-08-11,2024-09-04,13,0,0,
S00543,C0439,P002,2024-09-07,2024-11-06,2,0,1,Poor customer support
S00544,C0439,P001,2024-11-14,2024-12-14,1,1,1,Poor regional content
S00545,C0440,P001,2024-01-02,2024-11-27,11,0,0,
S00546,C0440,P002,2024-12-03,2025-01-02,1,1,1,Switched to free platform
S00547,C0441,P002,2023-10-08,2024-02-05,4,0,0,
S00548,C0442,P003,2024-03-19,2024-07-17,4,0,0,
S00549,C0443,P004,2023-09-02,2024-04-29,8,0,0,
S00550,C0443,P003,2024-05-08,2024-12-04,7,1,1,Poor regional content
S00551,C0444,P003,2024-04-17,2024-12-13,8,0,0,
S00552,C0445,P002,2023-10-10,2024-11-03,13,0,1,Poor regional content
S00553,C0446,P002,2024-03-28,2024-04-27,1,0,1,Poor regional content
S00554,C0447,P004,2024-08-28,2024-09-27,1,0,1,Switched to free platform
S00555,C0448,P004,2023-07-30,2023-08-29,1,0,1,Poor customer support
S00556,C0449,P004,2024-02-09,2024-11-05,9,0,0,
S00557,C0450,P003,2023-12-27,2024-03-26,3,0,0,
S00558,C0451,P001,2024-03-22,2024-09-18,6,0,0,
S00559,C0452,P001,2023-10-05,2024-01-03,3,0,0,
S00560,C0453,P004,2024-05-01,2024-09-28,5,0,1,
S00561,C0454,P004,2023-01-28,2023-09-25,8,0,0,
S00562,C0455,P001,2024-09-03,2024-10-03,1,0,0,
S00563,C0456,P004,2024-06-23,2024-12-20,6,0,0,
S00564,C0457,P001,2023-06-07,2024-02-02,8,0,1,Poor regional content
S00565,C0457,P003,2024-02-10,2024-10-07,8,1,0,
S00566,C0458,P002,2024-06-06,2024-10-04,4,0,0,
S00567,C0459,P001,2023-11-30,2024-10-25,11,0,1,Switched to free platform
S00568,C0460,P001,2024-05-01,2024-06-30,2,0,0,
S00569,C0461,P001,2024-02-27,2024-06-26,4,0,0,
S00570,C0461,P004,2024-07-13,2024-09-11,2,1,0,
S00571,C0462,P001,2024-05-27,2024-06-26,1,0,1,Poor customer support
S00572,C0463,P002,2023-05-06,2024-08-28,16,0,0,
S00573,C0463,P004,2024-09-11,2024-11-10,2,1,0,
S00574,C0464,P002,2023-04-16,2023-10-13,6,0,1,High subscription price
S00575,C0465,P001,2024-08-27,2024-12-25,4,0,0,
S00576,C0466,P001,2023-08-07,2024-01-04,5,0,1,Frequent buffering issues
S00577,C0467,P002,2024-06-30,2024-08-29,2,0,1,High subscription price
S00578,C0468,P002,2023-03-23,2023-06-21,3,0,1,Found better OTT platform
S00579,C0469,P004,2023-01-29,2024-08-21,19,0,0,
S00580,C0470,P002,2023-03-16,2024-09-06,18,0,0,
S00581,C0471,P004,2024-09-21,2024-11-20,2,0,0,
S00582,C0472,P001,2023-02-16,2024-05-11,15,0,1,High subscription price
S00583,C0472,P001,2024-05-23,2024-10-20,5,1,1,No new content added
S00584,C0473,P001,2024-05-05,2024-10-02,5,0,0,
S00585,C0474,P004,2024-01-15,2024-05-14,4,0,0,
S00586,C0475,P003,2023-10-31,2024-01-29,3,0,0,
S00587,C0476,P003,2024-09-28,2024-12-27,3,0,1,
S00588,C0477,P002,2023-10-20,2023-11-19,1,0,1,Poor customer support
S00589,C0477,P001,2023-11-28,2024-11-22,12,1,1,Found better OTT platform
S00590,C0478,P001,2024-10-04,2024-11-03,1,0,1,Poor regional content
S00591,C0479,P001,2023-12-19,2024-04-17,4,0,1,Poor customer support
S00592,C0480,P002,2024-03-03,2024-10-29,8,0,0,
S00593,C0480,P001,2024-11-03,2024-12-03,1,1,1,Frequent buffering issues
S00594,C0481,P001,2023-12-01,2024-07-28,8,0,0,
S00595,C0482,P002,2024-03-05,2024-05-04,2,0,1,No new content added
S00596,C0482,P004,2024-05-13,2024-07-12,2,1,0,
S00597,C0483,P004,2024-06-16,2024-07-16,1,0,0,
S00598,C0483,P001,2024-07-28,2024-10-26,3,1,1,Switched to free platform
S00599,C0484,P004,2024-06-23,2024-09-21,3,0,1,Switched to free platform
S00600,C0485,P001,2023-09-02,2024-02-29,6,0,0,
S00601,C0486,P003,2024-04-17,2024-10-14,6,0,0,
S00602,C0487,P003,2023-12-13,2024-06-10,6,0,1,High subscription price
S00603,C0488,P001,2024-04-19,2024-09-16,5,0,0,
S00604,C0488,P002,2024-10-13,2024-11-12,1,1,0,
S00605,C0489,P001,2023-11-24,2024-07-21,8,0,0,
S00606,C0490,P004,2024-07-06,2024-12-03,5,0,0,
S00607,C0490,P002,2024-12-15,2025-01-14,1,1,0,
S00608,C0491,P002,2024-01-06,2024-06-04,5,0,1,Poor customer support
S00609,C0491,P001,2024-06-28,2024-08-27,2,1,0,
S00610,C0492,P003,2023-05-29,2024-07-22,14,0,0,
S00611,C0493,P001,2023-10-03,2024-09-27,12,0,0,
S00612,C0494,P001,2024-03-21,2024-06-19,3,0,0,
S00613,C0495,P002,2024-03-29,2024-11-24,8,0,0,
S00614,C0496,P002,2023-01-25,2024-01-20,12,0,0,
S00615,C0496,P001,2024-02-09,2024-07-08,5,1,0,
S00616,C0497,P003,2023-02-15,2024-05-10,15,0,1,No new content added
S00617,C0498,P001,2024-03-08,2024-07-06,4,0,1,No new content added
S00618,C0499,P001,2023-08-26,2024-12-18,16,0,1,Poor regional content
S00619,C0500,P001,2023-11-15,2024-08-11,9,0,1,High subscription price
S00620,C0501,P003,2024-08-08,2024-09-07,1,0,1,High subscription price
S00621,C0501,P001,2024-10-06,2024-11-05,1,1,1,Technical issues with app
S00622,C0502,P004,2023-08-01,2023-08-31,1,0,1,Poor regional content
S00623,C0503,P002,2023-08-06,2024-06-01,10,0,1,Poor customer support
S00624,C0504,P001,2024-07-05,2024-09-03,2,0,0,
S00625,C0505,P002,2023-08-10,2023-11-08,3,0,1,Poor regional content
S00626,C0506,P002,2023-03-30,2023-08-27,5,0,0,
S00627,C0507,P002,2023-10-19,2024-01-17,3,0,1,Technical issues with app
S00628,C0508,P002,2023-07-27,2024-07-21,12,0,0,
S00629,C0509,P001,2023-07-03,2024-12-24,18,0,1,Poor customer support
S00630,C0510,P004,2024-09-27,2024-10-27,1,0,0,
S00631,C0511,P001,2024-02-26,2024-11-22,9,0,0,
S00632,C0511,P003,2024-12-13,2025-01-12,1,1,0,
S00633,C0512,P002,2024-10-25,2024-12-24,2,0,1,Technical issues with app
S00634,C0513,P001,2023-10-01,2024-04-28,7,0,0,
S00635,C0513,P001,2024-05-06,2024-06-05,1,1,1,Found better OTT platform
S00636,C0514,P003,2023-10-10,2024-01-08,3,0,1,Frequent buffering issues
S00637,C0515,P002,2023-06-12,2024-05-07,11,0,0,
S00638,C0516,P001,2024-06-07,2024-08-06,2,0,0,
S00639,C0517,P004,2023-06-10,2023-10-08,4,0,0,
S00640,C0518,P001,2023-09-07,2023-12-06,3,0,1,Poor customer support
S00641,C0519,P004,2024-01-17,2024-07-15,6,0,0,
S00642,C0520,P001,2024-02-16,2024-06-15,4,0,0,
S00643,C0520,P002,2024-06-24,2024-07-24,1,1,1,Frequent buffering issues
S00644,C0521,P001,2024-05-29,2024-11-25,6,0,0,
S00645,C0522,P003,2024-04-25,2024-07-24,3,0,0,
S00646,C0523,P001,2024-07-10,2024-12-07,5,0,1,Frequent buffering issues
S00647,C0524,P002,2024-10-14,2024-11-13,1,0,1,Technical issues with app
S00648,C0525,P004,2023-07-16,2023-11-13,4,0,0,
S00649,C0526,P002,2024-09-17,2024-10-17,1,0,1,
S00650,C0527,P002,2024-10-15,2024-11-14,1,0,0,
S00651,C0527,P001,2024-12-12,2025-01-11,1,1,1,
S00652,C0528,P002,2023-10-27,2024-08-22,10,0,1,Switched to free platform
S00653,C0529,P002,2023-10-13,2024-07-09,9,0,1,
S00654,C0530,P004,2024-02-07,2024-07-06,5,0,1,Frequent buffering issues
S00655,C0530,P001,2024-07-14,2024-12-11,5,1,0,
S00656,C0531,P002,2023-01-25,2024-06-18,17,0,0,
S00657,C0531,P001,2024-07-16,2024-11-13,4,1,0,
S00658,C0532,P002,2023-07-04,2024-12-25,18,0,0,
S00659,C0533,P002,2024-03-31,2024-09-27,6,0,0,
S00660,C0533,P003,2024-10-11,2024-12-10,2,1,0,
S00661,C0534,P004,2024-05-15,2024-07-14,2,0,0,
S00662,C0534,P002,2024-07-26,2024-11-23,4,1,0,
S00663,C0535,P003,2024-08-10,2024-12-08,4,0,0,
S00664,C0536,P004,2024-06-16,2024-10-14,4,0,0,
S00665,C0536,P001,2024-11-12,2024-12-12,1,1,1,Poor regional content
S00666,C0537,P003,2024-09-22,2024-11-21,2,0,0,
S00667,C0538,P004,2023-03-06,2024-07-28,17,0,0,
S00668,C0539,P003,2024-08-27,2024-09-26,1,0,1,Poor regional content
S00669,C0539,P001,2024-10-01,2024-12-30,3,1,1,Poor regional content
S00670,C0540,P002,2024-04-06,2024-05-06,1,0,1,Switched to free platform
S00671,C0541,P001,2023-07-10,2023-08-09,1,0,1,Poor customer support
S00672,C0541,P002,2023-08-29,2023-11-27,3,1,1,
S00673,C0542,P001,2023-04-22,2024-04-16,12,0,1,Found better OTT platform
S00674,C0543,P001,2024-01-02,2024-09-28,9,0,0,
S00675,C0543,P002,2024-10-24,2024-12-23,2,1,1,Poor regional content
S00676,C0544,P004,2023-12-08,2024-03-07,3,0,1,Found better OTT platform
S00677,C0544,P003,2024-04-05,2024-10-02,6,1,1,Found better OTT platform
S00678,C0545,P004,2024-07-04,2024-11-01,4,0,0,
S00679,C0546,P002,2023-11-04,2023-12-04,1,0,1,Poor regional content
S00680,C0547,P001,2024-05-16,2024-08-14,3,0,0,
S00681,C0548,P001,2024-09-21,2024-11-20,2,0,1,
S00682,C0549,P002,2023-01-17,2024-11-07,22,0,0,
S00683,C0550,P004,2023-05-14,2024-01-09,8,0,0,
S00684,C0551,P001,2023-08-01,2023-09-30,2,0,1,Frequent buffering issues
S00685,C0552,P002,2024-04-20,2024-05-20,1,0,0,
S00686,C0553,P002,2023-05-16,2023-12-12,7,0,0,
S00687,C0553,P001,2024-01-06,2024-08-03,7,1,0,
S00688,C0554,P001,2024-10-07,2024-12-06,2,0,1,
S00689,C0554,P001,2024-12-24,2025-01-23,1,1,1,Frequent buffering issues
S00690,C0555,P002,2024-07-11,2024-09-09,2,0,1,Switched to free platform
S00691,C0555,P002,2024-09-24,2024-11-23,2,1,0,
S00692,C0556,P002,2024-02-23,2024-08-21,6,0,1,
S00693,C0557,P003,2023-06-06,2024-08-29,15,0,1,Technical issues with app
S00694,C0557,P004,2024-09-14,2024-11-13,2,1,0,
S00695,C0558,P002,2023-12-19,2024-09-14,9,0,0,
S00696,C0558,P004,2024-09-25,2024-12-24,3,1,0,
S00697,C0559,P001,2023-11-18,2023-12-18,1,0,1,Frequent buffering issues
S00698,C0560,P002,2023-06-27,2024-07-21,13,0,1,Found better OTT platform
S00699,C0561,P001,2023-11-26,2024-11-20,12,0,1,Switched to free platform
S00700,C0562,P002,2024-08-25,2024-11-23,3,0,0,
S00701,C0563,P002,2023-12-24,2024-02-22,2,0,1,Poor customer support
S00702,C0564,P003,2024-03-23,2024-07-21,4,0,0,
S00703,C0565,P002,2024-08-05,2024-11-03,3,0,0,
S00704,C0566,P001,2023-02-09,2023-05-10,3,0,0,
S00705,C0567,P001,2024-10-16,2024-12-15,2,0,1,Found better OTT platform
S00706,C0567,P003,2024-12-25,2025-01-24,1,1,0,
S00707,C0568,P002,2024-05-18,2024-11-14,6,0,0,
S00708,C0568,P002,2024-11-26,2024-12-26,1,1,1,Technical issues with app
S00709,C0569,P003,2024-02-22,2024-09-19,7,0,1,Frequent buffering issues
S00710,C0569,P002,2024-10-04,2024-11-03,1,1,1,High subscription price
S00711,C0570,P004,2023-09-12,2024-10-06,13,0,0,
S00712,C0571,P001,2024-01-17,2024-10-13,9,0,0,
S00713,C0572,P003,2024-08-15,2024-11-13,3,0,0,
S00714,C0573,P003,2023-05-21,2024-03-16,10,0,0,
S00715,C0574,P001,2023-07-29,2023-12-26,5,0,0,
S00716,C0575,P002,2024-05-28,2024-11-24,6,0,1,Frequent buffering issues
S00717,C0576,P001,2024-08-05,2024-12-03,4,0,0,
S00718,C0576,P001,2024-12-19,2025-01-18,1,1,1,Poor customer support
S00719,C0577,P001,2023-05-07,2024-05-01,12,0,0,
S00720,C0578,P001,2024-05-21,2024-12-17,7,0,1,Frequent buffering issues
S00721,C0579,P003,2023-10-30,2023-11-29,1,0,1,Poor customer support
S00722,C0580,P004,2024-10-23,2024-12-22,2,0,0,
S00723,C0581,P002,2023-11-27,2024-04-25,5,0,1,High subscription price
S00724,C0582,P001,2023-07-01,2024-07-25,13,0,1,Poor regional content
S00725,C0583,P003,2023-09-20,2024-03-18,6,0,1,Poor customer support
S00726,C0583,P003,2024-04-11,2024-11-07,7,1,0,
S00727,C0584,P004,2023-09-27,2024-05-24,8,0,1,Switched to free platform
S00728,C0585,P002,2024-09-11,2024-10-11,1,0,1,High subscription price
S00729,C0586,P001,2023-12-20,2024-08-16,8,0,0,
S00730,C0587,P003,2023-06-04,2023-09-02,3,0,1,Switched to free platform
S00731,C0588,P002,2024-05-17,2024-10-14,5,0,1,No new content added
S00732,C0589,P004,2023-08-21,2024-02-17,6,0,0,
S00733,C0590,P002,2024-10-02,2024-12-01,2,0,0,
S00734,C0590,P004,2024-12-12,2025-01-11,1,1,1,High subscription price
S00735,C0591,P004,2023-01-28,2024-01-23,12,0,0,
S00736,C0592,P001,2023-02-27,2024-12-18,22,0,1,Poor regional content
S00737,C0593,P002,2024-03-05,2024-09-01,6,0,0,
S00738,C0594,P002,2024-04-03,2024-08-01,4,0,1,
S00739,C0595,P004,2024-01-17,2024-03-17,2,0,1,Poor regional content
S00740,C0596,P001,2024-08-15,2024-09-14,1,0,1,Found better OTT platform
S00741,C0597,P004,2023-11-25,2023-12-25,1,0,0,
S00742,C0597,P004,2024-01-11,2024-03-11,2,1,0,
S00743,C0598,P001,2024-10-08,2024-11-07,1,0,1,Switched to free platform
S00744,C0599,P002,2024-05-26,2024-11-22,6,0,1,Technical issues with app
S00745,C0600,P001,2023-10-20,2024-06-16,8,0,0,
S00746,C0601,P003,2024-09-19,2024-12-18,3,0,0,
S00747,C0602,P001,2023-06-08,2024-12-29,19,0,0,
S00748,C0603,P003,2023-01-23,2024-10-14,21,0,1,
S00749,C0604,P002,2023-08-10,2023-10-09,2,0,0,
S00750,C0604,P002,2023-10-29,2024-04-26,6,1,1,Found better OTT platform
S00751,C0605,P003,2023-08-05,2024-06-30,11,0,0,
S00752,C0606,P002,2024-06-08,2024-11-05,5,0,0,
S00753,C0607,P004,2023-06-05,2024-03-31,10,0,0,
S00754,C0608,P002,2023-10-01,2024-04-28,7,0,1,Found better OTT platform
S00755,C0609,P003,2023-05-15,2024-09-06,16,0,0,
S00756,C0610,P003,2024-05-23,2024-07-22,2,0,0,
S00757,C0611,P001,2023-06-16,2024-02-11,8,0,0,
S00758,C0612,P001,2024-03-09,2024-10-05,7,0,1,No new content added
S00759,C0612,P001,2024-10-27,2024-11-26,1,1,1,Frequent buffering issues
S00760,C0613,P002,2024-09-23,2024-12-22,3,0,0,
S00761,C0613,P002,2024-12-28,2025-01-27,1,1,1,Found better OTT platform
S00762,C0614,P003,2023-08-18,2023-09-17,1,0,1,Frequent buffering issues
S00763,C0615,P001,2024-08-02,2024-12-30,5,0,1,Poor regional content
S00764,C0616,P002,2023-03-26,2024-06-18,15,0,0,
S00765,C0617,P001,2024-08-02,2024-11-30,4,0,1,
S00766,C0617,P001,2024-12-22,2025-01-21,1,1,1,Poor customer support
S00767,C0618,P001,2023-09-08,2024-08-03,11,0,1,
S00768,C0618,P003,2024-08-26,2024-12-24,4,1,0,
S00769,C0619,P004,2023-07-08,2024-05-03,10,0,0,
S00770,C0620,P002,2024-09-05,2024-10-05,1,0,1,Poor regional content
S00771,C0620,P002,2024-10-21,2024-11-20,1,1,1,Poor regional content
S00772,C0621,P002,2024-07-16,2024-10-14,3,0,0,
S00773,C0622,P001,2023-04-13,2024-11-03,19,0,0,
S00774,C0622,P002,2024-11-16,2024-12-16,1,1,1,Switched to free platform
S00775,C0623,P002,2024-05-06,2024-08-04,3,0,1,Technical issues with app
